edrpou,org_id,reg_date,full_name,edrpou_name,head,hd_nm,r_code,region,addr,activity,kved_orig,kved_10_gr,kved_10_nm,bankruptcy,nm_fl,nm_sh,kved,status
00413067,0,NA,"РАДГОСП-ЗАВОД ""ПЕРЕДГІР'Я""","РАДГОСП-ЗАВОД ""ПЕРЕДГІР'Я""",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА АВТОНОМНОЇ РЕСПУБЛІКИ КРИМ,ЧИЖМАР МИКОЛА ВАСИЛЬОВИЧ,UA-01,АР Крим,"97643, Автономна Республіка Крим, Білогірський район, село Криничне, ВУЛИЦЯ ПЕРВОМАЙСЬКА, будинок 32",Розведення великої рогатої худоби молочних порід,01.41,01,сільське і лісове господарство,зареєстровано,"РАДГОСП-ЗАВОД ""ПЕРЕДГІР'Я""",NA,01.41 Розведення великої рогатої худоби молочних порід,зареєстровано
00415072,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ПРОЕКТНО-КОНСТРУКТОРСЬКИЙ ТЕХНОЛОГІЧНИЙ ІНСТИТУТ ""ПЛОДМАШПРОЕКТ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ПРОЕКТНО-КОНСТРУКТОРСЬКИЙ ТЕХНОЛОГІЧНИЙ ІНСТИТУТ ""ПЛОДМАШПРОЕКТ""",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,СТРЕЛЬНИЦЬКА ТЕТЯНА ІВАНІВНА,UA-01,АР Крим,"95017, Автономна Республіка Крим, місто Сімферополь, Київський район, ВУЛИЦЯ КИЇВСЬКА/ПРОСПЕКТ ПОБЕДИ, будинок 75/1",Діяльність у сфері архітектури,71.12,71,дослідження,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ПРОЕКТНО-КОНСТРУКТОРСЬКИЙ ТЕХНОЛОГІЧНИЙ ІНСТИТУТ ""ПЛОДМАШПРОЕКТ""","ДП ""ПКТІ ""ПЛОДМАШПРОЕКТ""","71.12 Діяльність у сфері інжинірингу, геології та геодезії, надання послуг технічного консультування в цих сферах",зареєстровано
00415416,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""УКРАЇНСЬКИЙ ДЕРЖАВНИЙ ІНСТИТУТ ПО ПРОЕКТУВАННЮ САДІВ ТА ВИНОГРАДНИКІВ ""УКРДІПРОСАД""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""УКРАЇНСЬКИЙ ДЕРЖАВНИЙ ІНСТИТУТ ПО ПРОЕКТУВАННЮ САДІВ ТА ВИНОГРАДНИКІВ ""УКРДІПРОСАД""",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,МЕРЕЖКО ОЛЕГ ПЕТРОВИЧ,UA-01,АР Крим,"95018, Автономна Республіка Крим, місто Сімферополь, Залізничний район, ВУЛ.РАКЕТНА, будинок 10",Діяльність у сфері архітектури,71.11,71,дослідження,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""УКРАЇНСЬКИЙ ДЕРЖАВНИЙ ІНСТИТУТ ПО ПРОЕКТУВАННЮ САДІВ ТА ВИНОГРАДНИКІВ ""УКРДІПРОСАД""","""УКРДІПРОСАД""",71.11 Діяльність у сфері архітектури,зареєстровано
00472265,0,NA,ПІВДЕННИЙ НАУКОВО-ДОСЛІДНИЙ ІНСТИТУТ МОРСЬКОГО РИБНОГО ГОСПОДАРСТВА ТА ОКЕАНОГРАФІЇ,ПІВДЕННИЙ НАУКОВО-ДОСЛІДНИЙ ІНСТИТУТ МОРСЬКОГО РИБНОГО ГОСПОДАРСТВА ТА ОКЕАНОГРАФІЇ,ДЕРЖАВНЕ АГЕНТСТВО РИБНОГО ГОСПОДАРСТВА УКРАЇНИ,ГОРБАНЬ СЕРГІЙ ЮРІЙОВИЧ,UA-23,АР Крим,"71100, Запорізька обл., місто Бердянськ, ВУЛИЦЯ ГОРЬКОГО, будинок 45",Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,72.19,72,дослідження,в стані припинення,ПІВДЕННИЙ НАУКОВО-ДОСЛІДНИЙ ІНСТИТУТ МОРСЬКОГО РИБНОГО ГОСПОДАРСТВА ТА ОКЕАНОГРАФІЇ,ПІВДЕННІРО,72.19 Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,в стані припинення
00487172,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""НАВЧАЛЬНО - ДОСЛІДНЕ ГОСПОДАРСТВО ""КОМУНАР"" КРИМСЬКОГО ДЕРЖАВНОГО АГРОТЕХНОЛОГІЧНОГО УНІВЕРСТИТЕТУ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""НАВЧАЛЬНО - ДОСЛІДНЕ ГОСПОДАРСТВО ""КОМУНАР"" КРИМСЬКОГО ДЕРЖАВНОГО АГРОТЕХНОЛОГІЧНОГО УНІВЕРСТИТЕТУ""",МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ,ПЕТРЕНКО СЕРГІЙ  ВАСИЛЬОВИЧ,UA-01,АР Крим,"97501, Автономна Республіка Крим, Сімферопольський район, селище міського типу Молодіжне, ВУЛИЦЯ КРИМСЬКА, будинок 7","Вирощування фруктів, ягід, горіхів, культур для виробництва напоїв і прянощів",01.13,01,сільське і лісове господарство,в стані припинення,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""НАВЧАЛЬНО - ДОСЛІДНЕ ГОСПОДАРСТВО ""КОМУНАР"" КРИМСЬКОГО ДЕРЖАВНОГО АГРОТЕХНОЛОГІЧНОГО УНІВЕРСТИТЕТУ""","ДП ""НДГ ""КОМУНАР"" КДАТУ""","01.13.0 ВИРОЩУВАННЯ ФРУКТІВ, ЯГІД, ГОРІХІВ, КУЛЬТУР ДЛЯ ВИРОБНИЦТВА НАПОЇВ І ПРЯНОЩІВ",в стані припинення
00494500,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""КРИМСЬКА РОЗА"" ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА КРИМУ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""КРИМСЬКА РОЗА"" ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА КРИМУ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""",НАЦІОНАЛЬНА АКАДЕМІЯ АГРАРНИХ НАУК УКРАЇНИ,ВИСОЦЬКИЙ МИКОЛА ГРИГОРОВИЧ,UA-01,АР Крим,"97633, Автономна Республіка Крим, Білогірський район, село Кримська Роза, ВУЛИЦЯ ПАВЛІЧЕНКА, будинок 4",Виробництво ефірних олій,20.53,20,виробництво,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""КРИМСЬКА РОЗА"" ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА КРИМУ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""","ДП ""ДГ ""КРИМСЬКА РОЗА"" ІСГ КРИМУ НААН""",20.53 Виробництво ефірних олій,зареєстровано
00689208,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КРИМСЬКИЙ НАУКОВО-ДОСЛІДНИЙ ТА ПРОЕКТНИЙ ІНСТИТУТ ЗЕМЛЕУСТРОЮ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КРИМСЬКИЙ НАУКОВО-ДОСЛІДНИЙ ТА ПРОЕКТНИЙ ІНСТИТУТ ЗЕМЛЕУСТРОЮ""","ДЕРЖАВНА СЛУЖБА УКРАЇНИ З ПИТАНЬ ГЕОДЕЗІЇ, КАРТОГРАФІЇ ТА КАДАСТРУ",КУЗЬМЕНКО  СЕРГІЙ ОЛЕКСАНДРОВИЧ,UA-01,АР Крим,"95038, Автономна Республіка Крим, місто Сімферополь, Київський район,  ВУЛ. КЕЧКЕМЕТСЬКА, будинок 114",Діяльність у сфері архітектури,71.12,71,дослідження,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КРИМСЬКИЙ НАУКОВО-ДОСЛІДНИЙ ТА ПРОЕКТНИЙ ІНСТИТУТ ЗЕМЛЕУСТРОЮ""","ДП ""КРИМСЬКИЙ НАУКОВО-ДОСЛІДНИЙ ТА ПРОЕКТНИЙ ІНСТИТУТ ЗЕМЛЕУСТРОЮ""","71.12 Діяльність у сфері інжинірингу, геології та геодезії, надання послуг технічного консультування в цих сферах",зареєстровано
00854067,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""ЧОРНОМОРСЬКЕ"" ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА КРИМУ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""ЧОРНОМОРСЬКЕ""  ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА КРИМУ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ """,НАЦІОНАЛЬНА АКАДЕМІЯ АГРАРНИХ НАУК УКРАЇНИ,КОЛЄСНІКОВА НАТАЛІЯ ГЕОРГІЇВНА,UA-01,АР Крим,"96531, Автономна Республіка Крим, Сакський район, село Сизівка, ВУЛИЦЯ ТІТОВА, будинок 46",Розведення овець і кіз,01.45,01,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""ЧОРНОМОРСЬКЕ""  ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА КРИМУ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ ""","ДП ""ДГ ""ЧОРНОМОРСЬКЕ"" ІСГК НААН""",01.45 Розведення овець і кіз,зареєстровано
00951994,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КЕРЧЕНСЬКИЙ КОМБІНАТ ХЛІБОПРОДУКТІВ"" ДЕРЖАВНОГО АГЕНТСТВА РЕЗЕРВУ УКРАЇНИ","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КЕРЧЕНСЬКИЙ КОМБІНАТ ХЛІБОПРОДУКТІВ"" ДЕРЖАВНОГО АГЕНТСТВА РЕЗЕРВУ УКРАЇНИ",ДЕРЖАВНЕ АГЕНТСТВО РЕЗЕРВУ УКРАЇНИ,БІЛЬНИЦЬКИЙ ВОЛОДИМИР МИХАЙЛОВИЧ,UA-01,АР Крим,"98302, Автономна Республіка Крим, місто Керч, ВОКЗАЛЬНЕ ШОСЕ, будинок 32",Виробництво продуктів борошномельно-круп'яної промисловості,10.61,10,виробництво,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КЕРЧЕНСЬКИЙ КОМБІНАТ ХЛІБОПРОДУКТІВ"" ДЕРЖАВНОГО АГЕНТСТВА РЕЗЕРВУ УКРАЇНИ","ДП ""КЕРЧЕНСЬКИЙ КХП""",10.61 Виробництво продуктів борошномельно-круп'яної промисловості,зареєстровано
00992243,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СУДАЦЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СУДАЦЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,ЕНЗЕЛЬ АНАТОЛІЙ ВОЛОДИМИРОВИЧ,UA-01,АР Крим,"98000, Автономна Республіка Крим, місто Судак, ВУЛИЦЯ АЛУШТИНСЬКА, будинок 33",Надання допоміжних послуг у лісовому господарстві,02.40,02,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СУДАЦЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО""","ДП ""СУДАЦЬКЕ ЛМГ""",02.40 Надання допоміжних послуг у лісовому господарстві,зареєстровано
00992272,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СІМФЕРОПОЛЬСЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СІМФЕРОПОЛЬСЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,ШАФРАН ГУРІЙ ІВАНОВИЧ,UA-01,АР Крим,"95053, Автономна Республіка Крим, місто Сімферополь, Київський район, ВУЛ.ГУРЗУФСЬКА, будинок 16 А",Лісівництво та інша діяльність у лісовому господарстві,02.10,02,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СІМФЕРОПОЛЬСЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО""","ДП ""СІМФЕРОПОЛЬСЬКЕ ЛМГ""",02.10 Лісівництво та інша діяльність у лісовому господарстві,зареєстровано
00992289,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СТАРОКРИМСЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СТАРОКРИМСЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,ЕНЗЕЛЬ ВОЛОДИМИР ВОЛОДИМИРОВИЧ,UA-01,АР Крим,"97345, Автономна Республіка Крим, Кіровський район, місто Старий Крим, ВУЛ. Р. ЛЮКСЕМБУРГ, будинок 41",Лісівництво та інша діяльність у лісовому господарстві,02.10,02,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СТАРОКРИМСЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО""","""СТАРОКРИМСЬКЕ ЛМГ""",02.10 Лісівництво та інша діяльність у лісовому господарстві,зареєстровано
00992303,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""БАХЧИСАРАЙСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""БАХЧИСАРАЙСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,ХАРЧУК АНАТОЛІЙ ІВАНОВИЧ,UA-01,АР Крим,"98400, Автономна Республіка Крим, Бахчисарайський район, місто Бахчисарай, ВУЛИЦЯ ПРОМИСЛОВА, будинок 4",Лісівництво та інша діяльність у лісовому господарстві,02.10,02,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""БАХЧИСАРАЙСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДП ""БАХЧИСАРАЙСЬКИЙ ЛІСГОСП""",02.10 Лісівництво та інша діяльність у лісовому господарстві,зареєстровано
00992313,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""БІЛОГІРСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""БІЛОГІРСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,ПУЧЕК ОЛЕКСАНДР МИХАЙЛОВИЧ,UA-01,АР Крим,"97600, Автономна Республіка Крим, Білогірський район, місто Білогірськ, ВУЛИЦЯ НИЖНЬОГІРСЬКА, будинок 49",Лісівництво та інша діяльність у лісовому господарстві,02.10,02,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""БІЛОГІРСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДП ""БІЛОГІРСЬКИЙ ЛІСГОСП""",02.10 Лісівництво та інша діяльність у лісовому господарстві,зареєстровано
00992326,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДЖАНКОЙСЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДЖАНКОЙСЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,СТЕПАНОВА ТЕТЯНА ГЕОРГІЇВНА,UA-01,АР Крим,"96100, Автономна Республіка Крим, місто Джанкой, ВУЛ.КРИМСЬКА, будинок 82","Мисливство, відловлювання тварин і надання пов'язаних із ними послуг",01.70,01,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДЖАНКОЙСЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО""","ДП ""ДЖАНКОЙСЬКЕ ЛІСОМИСЛІВСЬКЕ ГОСПОДАРСТВО""","01.70 Мисливство, відловлювання тварин і надання пов'язаних із ними послуг",зареєстровано
00992332,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КУЙБИШЕВСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КУЙБИШЕВСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,ТРАЧ ВОЛОДИМИР ФРАНЦОВИЧ,UA-01,АР Крим,"98470, Автономна Республіка Крим, Бахчисарайський район, селище міського типу Куйбишеве, ВУЛИЦЯ РОДНІКОВА, будинок 51",Лісівництво та інша діяльність у лісовому господарстві,02.10,02,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КУЙБИШЕВСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДП ""КУЙБИШЕВСЬКИЙ ЛІСГОСП""",02.10 Лісівництво та інша діяльність у лісовому господарстві,зареєстровано
00992349,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЄВПАТОРІЙСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЄВПАТОРІЙСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,ФЕДІН ІВАН ЛЕОНІДОВИЧ,UA-01,АР Крим,"97402, Автономна Республіка Крим, місто Євпаторія, ПРОВУЛОК ЛІСОВИЙ, будинок 14",Лісівництво та інша діяльність у лісовому господарстві,02.10,02,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЄВПАТОРІЙСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДП ""ЄВПАТОРІЙСЬКИЙ ЛІСГОСП""",02.10 Лісівництво та інша діяльність у лісовому господарстві,зареєстровано
00992361,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""РОЗДОЛЬНЕНСЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""РОЗДОЛЬНЕНСЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,СОКОЛОВ КОСТЯНТИН ВІКТОРОВИЧ,UA-01,АР Крим,"96200, Автономна Республіка Крим, Роздольненський район, селище міського типу Роздольне, ВУЛИЦЯ ЛЕОНІДА РЯБІКИ, будинок 38",Лісівництво та інша діяльність у лісовому господарстві,02.10,02,сільське і лісове господарство,в стані припинення,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""РОЗДОЛЬНЕНСЬКЕ ЛІСОМИСЛИВСЬКЕ ГОСПОДАРСТВО""","ДП ""РОЗДОЛЬНЕНСЬКЕ ЛМГ""",02.10 Лісівництво та інша діяльність у лісовому господарстві,в стані припинення
00993917,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""МИСЛИВСЬКЕ ГОСПОДАРСТВО ""ХОЛОДНА ГОРА""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""МИСЛИВСЬКЕ ГОСПОДАРСТВО ""ХОЛОДНА ГОРА""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,ПИСАРЕВСЬКИЙ ВОЛОДИМИР ОЛЕКСАНДРОВИЧ,UA-01,АР Крим,"97600, Автономна Республіка Крим, Білогірський район, місто Білогірськ, ВУЛИЦЯ НИЖНЬОГІРСЬКА, будинок 115","Мисливство, відловлювання тварин і надання пов'язаних із ними послуг",01.70,01,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""МИСЛИВСЬКЕ ГОСПОДАРСТВО ""ХОЛОДНА ГОРА""","ДП ""МГ ""ХОЛОДНА ГОРА""","01.70 Мисливство, відловлювання тварин і надання пов'язаних із ними послуг",зареєстровано
00994093,0,NA,ДЕРЖАВНЕ ПІДПРИЄМСТВО КРИМСЬКА ГІРСЬКО-ЛІСОВА НАУКОВО-ДОСЛІДНА СТАНЦІЯ,ДЕРЖАВНЕ ПІДПРИЄМСТВО КРИМСЬКА ГІРСЬКО-ЛІСОВА НАУКОВО-ДОСЛІДНА СТАНЦІЯ,ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,РОГОВИЙ ВОЛОДИМИР ІВАНОВИЧ,UA-01,АР Крим,"98500, Автономна Республіка Крим, місто Алушта, ПРОВУЛОК ЗАВОДСЬКИЙ, будинок 6",Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,72.19,72,дослідження,зареєстровано,ДЕРЖАВНЕ ПІДПРИЄМСТВО КРИМСЬКА ГІРСЬКО-ЛІСОВА НАУКОВО-ДОСЛІДНА СТАНЦІЯ,ДП КРИМСЬКА ГЛНДС,72.19 Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,зареєстровано
01124997,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КЕРЧЕНСЬКИЙ СУДНОРЕМОНТНИЙ ЗАВОД""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КЕРЧЕНСЬКИЙ СУДНОРЕМОНТНИЙ ЗАВОД""",ФОНД ДЕРЖАВНОГО МАЙНА УКРАЇНИ,РАССУЛОВ ВЛАДИСЛАВ ВЯЧЕСЛАВОВИЧ,UA-01,АР Крим,"98300, Автономна Республіка Крим, місто Керч, ВУЛИЦЯ КІРОВА, будинок 22",Будування суден і плавучих конструкцій,30.11,30,виробництво,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КЕРЧЕНСЬКИЙ СУДНОРЕМОНТНИЙ ЗАВОД""",КЕРЧЕНСЬКИЙ СРЗ,30.11 Будування суден і плавучих конструкцій,зареєстровано
01125554,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КЕРЧЕНСЬКИЙ МОРСЬКИЙ ТОРГОВЕЛЬНИЙ ПОРТ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КЕРЧЕНСЬКИЙ МОРСЬКИЙ ТОРГОВЕЛЬНИЙ ПОРТ""",МІНІСТЕРСТВО ІНФРАСТРУКТУРИ УКРАЇНИ,ЗЕЛЕНКЕВИЧ МИКОЛА МИКОЛАЙОВИЧ,UA-01,АР Крим,"98312, Автономна Республіка Крим, місто Керч, ВУЛИЦЯ КІРОВА, будинок 28",Допоміжне обслуговування водного транспорту,52.22,52,перевезення,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""КЕРЧЕНСЬКИЙ МОРСЬКИЙ ТОРГОВЕЛЬНИЙ ПОРТ""","ДП ""КМТП""",52.22 Допоміжне обслуговування водного транспорту,зареєстровано
01125577,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ФЕОДОСІЙСЬКИЙ МОРСЬКИЙ ТОРГОВЕЛЬНИЙ ПОРТ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ФЕОДОСІЙСЬКИЙ МОРСЬКИЙ ТОРГОВЕЛЬНИЙ ПОРТ""",МІНІСТЕРСТВО ІНФРАСТРУКТУРИ УКРАЇНИ,АНДРІЯНОВ ІГОР ГЕННАДІЙОВИЧ,UA-01,АР Крим,"98100, Автономна Республіка Крим, місто Феодосія, ВУЛИЦЯ ГОРЬКОГО, будинок 11",Допоміжне обслуговування водного транспорту,52.22,52,перевезення,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ФЕОДОСІЙСЬКИЙ МОРСЬКИЙ ТОРГОВЕЛЬНИЙ ПОРТ""","ДП ""ФЕОДОСІЙСЬКИЙ ПОРТ""",52.22 Допоміжне обслуговування водного транспорту,зареєстровано
